Land-River Segment,FIPS,County,Tributary Basin,Major Basin,Source Sector,"Total N, 1985 (lb.)","Total N, 2007 (lb.)","Total N, 2009 (lb.)","Total N, 2010 (lb.)","Total N, 2011 (lb.)","Total N, 2012 (lb.)","Total N, 2013 (lb.)","Total N, 2014 (lb.)","Total N, 2015 (lb.)","Total N, 2016 (lb)","Total N Target, 2017 (lb.)",Total N Target 2025 (lb.)
A24027XU2_4270_4650,24027,HOWARD,Patuxent,Patuxent River Basin,Stormwater,86911.46723,84668.18555,83675.65228,81651.40503,81396.9028,82860.15454,77830.70385,82591.08765,82611.34058,83572.2168,79159.5513,76148.81731
A24027XU2_4270_4650,24027,HOWARD,Patuxent,Patuxent River Basin,Wastewater,421187.2631,217862.9186,227592.6185,222544.453,246882.7527,145568.5624,117838.7289,106963.1687,82146.78355,86625.20543,240242.1612,248675.1897
A24027XU2_4330_4480,24027,HOWARD,Patuxent,Patuxent River Basin,Agriculture,973.7563971,433.894821,366.2985217,354.2418161,331.4047665,309.7312806,297.7001219,416.5865307,368.6586831,358.4088428,353.0967713,344.2956044
A24027XU2_4330_4480,24027,HOWARD,Patuxent,Patuxent River Basin,Forest,445.0033493,367.1183338,366.5070037,358.6031046,359.1195583,359.1098528,366.2411747,330.9377048,329.6195068,329.1347125,365.1552291,364.254046
A24027XU2_4330_4480,24027,HOWARD,Patuxent,Patuxent River Basin,Non-Tidal Atm,97.53633118,46.87018967,46.87018967,46.87018967,46.87018967,46.87018967,46.87018967,46.87018967,46.87018967,46.87018967,46.87019013,46.87019043
A24027XU2_4330_4480,24027,HOWARD,Patuxent,Patuxent River Basin,Septic,150.2689056,299.5411072,309.4776001,314.0609131,319.2885132,324.4848022,351.4719849,367.6376038,377.2399902,387.3275146,273.3446786,249.2560642
A24027XU2_4330_4480,24027,HOWARD,Patuxent,Patuxent River Basin,Stormwater,498.621666,647.4688911,654.5719929,652.4319773,654.721775,669.6953297,638.2628478,663.9086265,661.1061058,673.5702515,622.4622041,601.0556782
A24027XU2_4330_4480,24027,HOWARD,Patuxent,Patuxent River Basin,Wastewater,53.56826019,209.6802979,125.5888977,117.4831009,0,0,0,0,0,0,50.23555908,
A24027XU2_4480_4650,24027,HOWARD,Patuxent,Patuxent River Basin,Agriculture,63.87542584,28.42371192,24.02580234,23.19832529,21.7721565,20.31957793,19.50370637,27.26900083,24.17734045,23.47509848,23.14059453,22.55045599
A24027XU2_4480_4650,24027,HOWARD,Patuxent,Patuxent River Basin,Forest,998.1517868,364.2258587,338.2543544,333.8654337,320.6220207,312.2597733,440.0918598,360.4435571,356.6567078,347.6711452,337.0883568,336.311025
A24027XU2_4480_4650,24027,HOWARD,Patuxent,Patuxent River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,0,0
F24029EU0_3570_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24027XU2_4480_4650,24027,HOWARD,Patuxent,Patuxent River Basin,Septic,797.074585,1080.675049,1074.828003,1072.229004,1069.629028,1064.953003,1165.120972,1692.322021,1754.272949,1824.484009,939.7479467,849.6945758
A24027XU2_4480_4650,24027,HOWARD,Patuxent,Patuxent River Basin,Stormwater,5307.970077,5469.707298,5468.335876,5284.23286,5308.758568,5364.244156,4943.844532,5152.02549,5080.208443,5133.860085,5109.69395,4870.599333
A24027XU2_4480_4650,24027,HOWARD,Patuxent,Patuxent River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24029EU0_3360_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,100487.8709,93638.11937,86888.62777,85167.77852,81374.00825,79497.03868,72382.69584,76372.5446,73714.32543,72728.26079,63395.48274,47733.38605
A24029EU0_3360_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,4062.855652,3601.672744,3693.809815,3800.808838,3858.524032,3908.643616,3794.289658,3450.490799,3291.584511,3401.95047,3710.257234,3721.22218
A24029EU0_3360_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1085.062988,604.3599854,604.3599854,604.3599854,604.3599854,604.3599854,604.3599854,604.3599854,604.3599854,604.3599854,604.3599847,604.3599842
A24029EU0_3360_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,1647.646973,1847.043945,1860.219971,1870.834961,1860.616943,1845.88501,1944.963013,1712.214966,1716.22998,1659.241943,1337.996582,989.8476563
A24029EU0_3360_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,4809.008323,5151.956521,5072.445162,4969.471336,4987.788361,5006.655113,5341.08155,5526.051075,6825.246418,6624.558201,3924.991251,3160.021977
A24029EU0_3360_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,1532.442017,8245.345703,8369.149414,9201.583984,7009.671875,6436.571777,7538.185296,874.5782403,2314.674065,2536.928216,4270.589064,1538.215497
A24029EU0_3361_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,30722.3171,28628.58856,26564.40304,26038.08719,24823.04012,24304.2157,22129.85458,23349.19684,22536.4923,22235.23279,19381.79405,14593.38806
A24029EU0_3361_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,2043.350891,1837.328987,1861.613663,1906.645272,1927.52523,1944.992722,1928.518097,1829.027969,1832.781891,1885.57972,1869.683668,1875.063671
A24029EU0_3361_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,192.4553986,107.1940994,107.1940994,107.1940994,107.1940994,107.1940994,107.1940994,107.1940994,107.1940994,107.1940994,107.194099,107.1940987
A24029EU0_3361_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,419.9609985,385.8955994,370.7981873,363.2503967,356.0664978,360.3713989,296.7840881,276.9334106,284.7947998,272.119834,196.2693237
A24029EU0_3361_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,944.3112182,756.2959442,736.2073669,723.6936797,717.7152862,720.1683502,735.8355561,743.6913605,743.1696625,740.9653625,583.972903,482.4832603
A24029EU0_3361_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24029EU0_3362_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,106999.3172,99704.58519,92517.85007,90685.49639,86647.06937,84648.966,77073.40479,81321.03658,78490.60561,77441.43839,67502.71555,50825.95921
A24029EU0_3362_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,5738.722351,4720.548447,4805.44342,4915.373688,4977.821777,5017.349121,5157.29985,4788.510238,4731.067719,4876.664856,4825.993155,4839.692978
A24029EU0_3362_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1621.463989,903.1251221,903.1251221,903.1251221,903.1251221,903.1251221,903.1251221,903.1251221,903.1251221,903.1251221,903.1251234,903.1251242
A24029EU0_3362_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,5462.631836,6446.344238,6486.916992,6528.933105,6538.295898,6550.74707,7197.262207,6207.818848,6037.519043,5821.844238,4669.876699,3458.516504
A24029EU0_3362_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,9578.851471,10266.31907,10122.31726,10017.10902,9979.859266,10053.17095,9293.541328,9460.385639,9999.138702,9882.780518,7929.402855,6467.45992
A24029EU0_3362_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,6.090030193,1627.660034,1628.676025,1628.676025,1628.676025,7.717426777,7.717426777,7.717426777,7.717426777,1349.237599,1163.622642
A24029EU0_3363_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,91553.42909,85312.21372,79162.99692,77594.20606,73886.43234,72429.00671,65946.67561,69200.30863,67159.86795,66261.99584,57758.61405,43489.02548
A24029EU0_3363_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,6687.333374,5558.600785,5617.459564,5734.253693,5781.187836,5819.837372,5701.535614,5380.479919,5324.473969,5479.605835,5641.227921,5657.073492
A24029EU0_3363_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,2415.810059,1345.561035,1345.561035,1345.561035,1345.561035,1345.561035,1345.561035,1345.561035,1345.561035,1345.561035,1345.561062,1345.56108
A24029EU0_3363_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,6335.303223,6431.350098,6498.568848,6518.991211,6547.655762,3676.287109,3360.987061,3354.053955,3256.168945,4640.369668,3446.382715
A24029EU0_3363_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,5588.474209,6417.005261,6333.033189,6271.221363,6269.973192,6346.468448,6697.769725,6875.226158,7225.153473,7147.059906,4915.377895,3970.274365
A24029EU0_3363_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,1865.415039,2080.530884,2969.156982,2406.463013,3280.280029,2536.003052,1541.932983,1115.563965,118.0770035,12584.59961,1922.10448,1224.069478
A24029EU0_3570_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,135089.8214,125880.8313,116807.9141,114493.9144,108893.8431,106871.286,97307.0492,102366.878,99097.0562,97771.34546,85224.84051,64169.45811
A24029EU0_3570_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,9333.075318,7544.742523,7612.094421,7771.693268,7826.639923,7873.397736,7811.483032,7329.023255,7188.771729,7403.276611,7644.276485,7665.731195
A24029EU0_3570_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,2591.878906,1443.628052,1443.628052,1443.628052,1443.628052,1443.628052,1443.628052,1443.628052,1443.628052,1443.628052,1443.628028,1443.628012
A24029EU0_3570_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,4020.87207,5323.751953,5489.312988,5578.51416,5597.075195,5622.756836,6221.37207,4647.376953,4573.347168,4486.682129,3972.302636,2960.962402
A24029EU0_3570_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,8422.490216,10510.4238,10484.32463,10355.33256,10385.40392,10570.80086,10621.85099,10902.19738,11957.12229,11764.35184,8131.598719,6563.11478
A24029EU0_3570_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,4864.708984,4864.708984,4864.708984,4864.708984,4864.708984,0,0,0,0,1945.883594,
A24029EU0_3571_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,74831.0392,69730.38589,67297.42684,65928.4873,62583.23756,61417.19366,55924.86896,59165.97891,57116.05086,56375.00493,51434.64633,40859.45933
A24029EU0_3571_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,5282.782288,4077.072708,4103.019134,4177.744751,4201.191025,4220.186325,4491.520584,4228.363831,4108.714188,4238.93454,4120.022572,4131.358197
A24029EU0_3571_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1916.269043,1067.32605,1067.32605,1067.32605,1067.32605,1067.32605,1067.32605,1067.32605,1067.32605,1067.32605,1067.326039,1067.326031
A24029EU0_3571_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,3535.662109,3675.23999,3768.4729,3802.769043,3835.8479,3592.243896,3001.561035,2906.87207,2846.01001,2666.216504,1993.53418
A24029EU0_3571_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,4648.480667,6686.947624,6692.020851,6677.92994,6697.927082,6831.663254,5592.832363,5699.465988,6684.052307,6496.271729,5211.752555,4224.907025
A24029EU0_3571_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,1638.947021,1647.149048,1647.149048,1647.149048,1647.149048,26.79247093,26.79247093,26.79247093,26.79247093,674.9219026,26.7704724
A24029EU0_3572_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,38790.68913,36146.60193,33541.25897,32877.17043,31268.64849,30688.64288,27942.2048,29482.29413,28456.29669,28075.89819,24472.28841,18426.30804
A24029EU0_3572_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,1733.672836,1464.989303,1489.733929,1526.031311,1541.996933,1557.985542,1386.327812,1236.866829,1193.92197,1232.502907,1496.172163,1500.464318
A24029EU0_3572_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,790.2584229,440.1592102,440.1592102,440.1592102,440.1592102,440.1592102,440.1592102,440.1592102,440.1592102,440.1592102,440.1592109,440.1592114
A24029EU0_3572_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,147.6524963,229.546402,240.5740051,247.2787018,251.2621002,255.1473999,326.2388,206.2904053,197.6296997,198.2308044,174.7162011,130.8109985
A24029EU0_3572_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,1287.662002,1774.950515,1788.759204,1784.183989,1799.318765,1833.790139,2492.553477,2635.191565,2950.904663,2905.334335,1392.645057,1128.568959
A24029EU0_3572_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24029EU0_3573_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,90813.56971,84622.4787,78523.91598,76968.49097,73202.49367,71843.35963,65414.40223,69019.83071,66617.19149,65726.45213,57292.34919,43137.97134
A24029EU0_3573_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,5415.108521,4517.030288,4573.783295,4679.030273,4725.81102,4761.547638,4788.546874,4490.908906,4499.320435,4632.852142,4593.395685,4606.470613
A24029EU0_3573_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1490.428955,830.1411743,830.1411743,830.1411743,830.1411743,830.1411743,830.1411743,830.1411743,830.1411743,830.1411743,830.1411718,830.1411702
A24029EU0_3573_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,1522.447998,2026.072021,2069.38208,2090.635986,2100.566895,2117.947998,2435.090088,2038.334961,1965.859985,1900.014038,1493.869844,1110.19502
A24029EU0_3573_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,4386.297621,5373.260625,5353.047904,5294.437096,5269.952019,5377.663832,5114.140137,5178.032104,5204.770067,5175.259064,4161.054039,3366.391462
A24029EU0_3573_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,3127.312988,28.95711243,28.26486313,247.6100578,297.9445267,229.6498776,47.19900238,103.6931163,23.43212235,503.0322495,331.8932807,534.3122257
A24029EU0_3700_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,27241.93283,25383.63607,23553.52272,23087.81178,21985.71038,21550.93967,19621.65995,20704.41008,19983.5841,19716.0766,17185.26801,12939.76487
A24029EU0_3700_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,2657.229477,1895.32605,1924.131241,1956.85804,1971.265472,1975.376564,2002.68676,1838.18705,1841.041771,1893.11277,1931.988109,1937.226021
F24039EL0_5890_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24029EU0_3700_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,569.1547241,317.0085144,317.0085144,317.0085144,317.0085144,317.0085144,317.0085144,317.0085144,317.0085144,317.0085144,317.0085137,317.0085133
A24029EU0_3700_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,952.7369995,1101.040039,1076.958984,1072.509033,1064.922974,1048.411987,1075.66394,875.9738159,892.696228,881.5844727,771.2989451,567.5255859
A24029EU0_3700_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,8881.612069,9170.377945,8952.088118,8802.901987,8731.85391,8818.950342,8645.140843,8956.425353,8979.193302,8938.880325,6959.782243,5631.578326
A24029EU0_3700_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,256.0372925,256.0372925,256.0372925,256.0372925,256.0372925,1.213127971,1.213127971,1.213127971,1.213127971,103.1421967,1.21213288
A24029EU0_3720_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,146328.6007,136353.9022,126527.3047,124019.8297,118232.8604,115762.8736,105402.796,111212.9584,107341.7259,105906.1435,92315.86215,69508.2338
A24029EU0_3720_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,3859.090515,3915.097473,4066.592896,4211.159714,4306.49884,4389.266846,4250.520249,3806.588974,3812.849945,3942.001404,4085.483015,4098.076428
A24029EU0_3720_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1130.115967,629.4536133,629.4536133,629.4536133,629.4536133,629.4536133,629.4536133,629.4536133,629.4536133,629.4536133,629.4536162,629.4536182
A24029EU0_3720_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,533.4083862,524.9085083,521.621582,518.3198853,515.2120972,853.4522095,947.8237305,920.7926025,913.7886963,375.5707129,276.0121826
A24029EU0_3720_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,3091.987428,2738.188171,2662.345093,2602.751831,2575.851257,2587.857483,2920.089616,3007.911577,3119.95298,3095.033707,2071.757723,1678.032809
A24029EU0_3720_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24029EU0_3724_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,295098.677,274980.8595,255162.2557,250108.1615,237918.6911,233456.7469,212564.0597,224280.3842,216473.9905,213579.1159,186170.8658,140176.6058
A24029EU0_3724_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,6074.555664,6223.285004,6536.694672,6800.588592,6983.258606,7140.962982,6934.941894,6068.007279,6054.322723,6274.638062,6567.873241,6588.658953
A24029EU0_3724_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,3648.293945,2032.031006,2032.031006,2032.031006,2032.031006,2032.031006,2032.031006,2032.031006,2032.031006,2032.031006,2032.031007,2032.031007
A24029EU0_3724_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,2072.398926,2210.814941,2185.460938,2181.735107,2173.175049,2134.689941,2736.650879,1997.926025,1924.854004,1977.995972,1566.846905,1154.437549
A24029EU0_3724_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,9158.399665,9172.575942,8995.367576,8785.056603,8700.775673,8811.2258,9161.151085,9273.741005,9807.213371,9695.534294,6973.215496,5625.114109
A24029EU0_3724_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,33312.24683,36585.8877,31375.2555,32465.73475,32066.14771,31603.92579,10397.50754,12590.7041,11487.24207,10833.49396,21662.44208,15187.23314
A24029EU0_3725_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,40506.52963,37745.20176,35025.33162,34329.58089,32726.46158,32045.15578,29176.66857,30785.13398,29713.75129,29316.2952,25554.49202,19240.59895
A24029EU0_3725_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,1516.986054,952.9281387,965.5424309,974.2933388,983.9383812,979.6832657,873.0739746,665.6305218,313.6220741,378.4069176,969.2048948,971.6465375
A24029EU0_3725_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1035.94104,577,577,577,577,577,577,577,577,577,577.000001,577.0000016
A24029EU0_3725_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,760.9602051,968.494812,981.8903809,991.8162231,995.2145996,1001.867004,800.8549194,728.4705811,701.1268921,721.2755737,707.6079102,524.7529297
A24029EU0_3725_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,7495.480791,8393.750271,8360.351823,8326.594509,8267.531259,8412.013047,8802.82348,9191.929599,11983.35649,11416.62088,6536.043595,5319.838109
A24029EU0_3725_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24029EU0_4010_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,96438.4385,89862.89435,83385.22788,81736.0099,77738.56496,76293.79071,69465.3298,73294.757,70743.31667,69797.56335,60839.94425,45809.75516
A24029EU0_4010_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,1854.245392,1755.954689,1844.219124,1915.580895,1964.952102,2006.57528,1865.612061,1553.832127,1550.770733,1612.034203,1852.895077,1858.679046
A24029EU0_4010_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,581.4351807,323.8485107,323.8485107,323.8485107,323.8485107,323.8485107,323.8485107,323.8485107,323.8485107,323.8485107,323.8485112,323.8485115
A24029EU0_4010_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,1721.464966,1796.73999,1841.573975,1855.496948,1864.296021,2123.468018,1737.269043,1681.213989,1699.916992,1303.222808,974.2113525
A24029EU0_4010_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,3883.453077,4478.121296,4458.983013,4407.416227,4404.962699,4481.899355,4919.165901,5086.322075,5176.519367,5145.232777,3464.346253,2801.25508
A24029EU0_4010_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,18450.64063,24609.5,6188.432129,6090.154785,5660.618164,5816.598145,4273.557129,6758.359863,6094.589844,4400.528809,13439.38885,18273.36
A24029EU0_4011_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,62368.29369,58116.83076,54378.64621,53295.98686,50666.50793,49724.2209,45275.63441,47798.36437,46136.54066,45523.30793,40049.64209,30496.97268
A24029EU0_4011_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,3388.988464,3000.908646,3054.662674,3133.371185,3170.769485,3203.914566,3323.640701,3126.333436,3134.154785,3226.731339,3068.008986,3076.906526
A24029EU0_4011_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,732.9434204,408.2356873,408.2356873,408.2356873,408.2356873,408.2356873,408.2356873,408.2356873,408.2356873,408.2356873,408.2356866,408.2356861
A24029EU0_4011_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,1578.31604,1606.177002,1614.307007,1599.13501,1585.650024,1357.094971,1632.490967,1613.338989,1548.159058,1158.307163,859.7272705
A24029EU0_4011_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,3216.7511,3131.731985,3071.647832,3009.403318,2986.736835,3019.530569,2419.265259,2434.379638,2437.483695,2426.670858,2382.520031,1923.101497
A24029EU0_4011_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24039EL0_6004_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24029EU0_4012_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,31901.76828,29727.43497,27585.00933,27038.34775,25746.23005,25237.54668,22979.19224,24245.62482,23402.14148,23088.74338,20126.47581,15154.12013
A24029EU0_4012_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,1892.126007,1691.953872,1716.568528,1758.544281,1778.42704,1795.57209,1771.417511,1669.254982,1673.509148,1722.623993,1724.015766,1728.980592
A24029EU0_4012_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,872.152771,485.7727966,485.7727966,485.7727966,485.7727966,485.7727966,485.7727966,485.7727966,485.7727966,485.7727966,485.772797,485.7727973
A24029EU0_4012_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,136.5247955,134.594101,140.9297028,144.7949982,145.0852966,142.7313995,200.1197968,197.9131927,190.716095,186.3518982,102.3302716,76.5973175
A24029EU0_4012_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,911.2187042,853.9181061,842.0067062,835.7853324,831.659584,841.1223213,885.9337845,897.164833,896.4557877,893.4033585,668.2583008,552.4260305
A24029EU0_4012_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24029EU0_4013_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,79901.16192,74454.34673,69663.46185,68277.3966,65117.53918,63703.56631,58003.06468,61235.38302,59105.64581,58321.08821,51307.1196,39069.5581
A24029EU0_4013_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,5296.341309,4460.671906,4512.073731,4609.937516,4653.01059,4684.172821,4585.377914,4300.131195,4188.483856,4316.985962,4531.264557,4544.058441
A24029EU0_4013_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1744.30603,971.5454712,971.5454712,971.5454712,971.5454712,971.5454712,971.5454712,971.5454712,971.5454712,971.5454712,971.545472,971.5454726
A24029EU0_4013_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,1039.708008,1222.514038,1272.82605,1285.972046,1266.790039,1250.009033,1710.118042,1196.359009,1232.253052,1210.13501,922.2258497,688.4923828
A24029EU0_4013_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,4110.149483,4713.285709,4659.726074,4629.393436,4636.9395,4699.693627,4984.505978,5124.895954,6043.750854,5886.798279,3631.744841,2946.42402
A24029EU0_4013_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,3.593643904,4.328248978,4.328248978,4.328248978,4.325285912,4.325285912,4.325285912,4.325285912,2.898325767,2.434780342
A24029EU0_4014_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,52556.94158,48974.13408,45824.11198,44910.42725,42699.08203,41902.18924,38152.98206,40279.51082,38878.83133,38362.27104,33748.65618,25698.35231
A24029EU0_4014_0000,24029,KENT,Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,5203.981628,4329.166352,4367.181961,4461.578506,4494.13504,4518.147995,4815.425141,4618.901963,4531.521545,4664.503204,4385.750302,4398.129195
