Land-River Segment,FIPS,County,Tributary Basin,Major Basin,Source Sector,"Total P, 1985 (lb.)","Total P, 2007 (lb.)","Total P, 2009 (lb.)","Total P, 2010 (lb.)","Total P, 2011 (lb.)","Total P, 2012 (lb.)","Total P, 2013 (lb.)","Total P, 2014 (lb.)","Total P, 2015 (lb.)","Total P, 2016 (lb.)","Total P Target, 2017 (lb.)",Total P Target 2025 (lb.)
A24037PL0_5982_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Forest,496.76527400999998,451.05470843000001,455.01775737000003,461.33710095999999,463.74109458999999,465.47901347999999,452.54326629000002,412.33937261,402.587890625,415.01325321197504,459.21206958599998,462.00827772999997
A24037PL0_5982_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Non-Tidal Atm,42.689208979999997,42.689208979999997,42.689208979999997,42.689208979999997,42.689208979999997,42.689208979999997,42.689208979999997,42.689208979999997,42.689208984375,42.689208984375,42.689209016,42.689209040000001
A24037PL0_5982_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037PL0_5982_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Stormwater,904.92343512000002,913.98043819999998,807.11423881999997,954.48989870000003,1020.4445191,1003.8795775999999,1405.8436889,1336.7211304,1052.8506317138672,1052.0682983398437,735.59403984799997,687.91390720000004
A24037PL0_5982_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Wastewater,0,0.03044958,0.060899161,0.060899161,0.060899161,0.060899161,0.060899161,0.060899161,0.060899160802364,0.060899160802364,0.0608698372,0.060850288
A24037PL0_5983_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Agriculture,87.718952852000001,72.885164707000001,69.427280631000002,73.916182038000002,70.642604172000006,73.336564152999998,63.902609433999999,72.490956374000007,67.737988591194153,67.117334723472595,62.415521183999999,57.741014886000002
A24037PL0_5983_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Forest,26.847316982999999,24.527175541999998,25.618930344999999,25.702696678999999,26.020454650000001,25.938838602000001,21.948027247999999,18.080456498,17.421840667724613,17.740358352661129,25.828842380199998,25.968783736999999
A24037PL0_5983_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Non-Tidal Atm,52.160270689999997,52.160270689999997,52.160270689999997,52.160270689999997,52.160270689999997,52.160270689999997,52.160270689999997,52.160270689999997,52.160270690917969,52.160270690917969,52.160270642,52.160270609999998
A24037PL0_5983_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037PL0_5983_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Stormwater,387.24557170999998,283.66327946000001,268.01283451,297.88903321999999,309.69135025000003,319.62031079000002,338.04357913000001,339.95110317000001,331.51582336425781,327.58887100219727,232.18741616200001,208.30380392999999
A24037PL0_6020_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Agriculture,2040.1757138999999,1695.0773042000001,1611.2093761000001,1715.9566202000001,1640.4585061,1701.8327543,1483.2753729999999,1682.8027268000001,1571.2818746566777,1557.6910753250122,1444.8679477000001,1333.9736621
A24037PL0_6020_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Forest,88.907619952999994,90.714237925000006,94.894827602000007,97.378651614000006,99.295652386,99.163297647999997,97.293633935000003,81.993046284000002,80.196990966796875,83.414426326751695,95.770921059200006,96.354983364000006
A24037PL0_6020_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Non-Tidal Atm,15.64807987,15.64807987,15.64807987,15.64807987,15.64807987,15.64807987,15.64807987,15.64807987,15.648079872131348,15.648079872131348,15.648080002,15.648080090000001
A24037PL0_6020_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037PL0_6020_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Stormwater,436.50633355999997,401.97808828000001,375.89593019,398.27286531999999,409.90081024,483.06500249999999,355.95440669999999,383.99929809999998,382.08231210708618,383.5063955783844,309.156836102,264.66410671
A24037PL0_6020_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Wastewater,19.419330599999999,0.003047698,0.003047698,0.003047698,0.003047698,0.003047698,0.003047698,0.003047698,0.003047697944567,0.003047697944567,0.0030464152,0.00304556
A24037PL0_6060_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Agriculture,3931.0277974999999,3266.1505136999999,3104.6041691,3306.3954373000001,3160.7038910000001,3279.1888720000002,2858.1016416000002,3242.4905491999998,3027.6761016845703,3001.4757328033447,2784.08113478,2570.3991119000002
A24037PL0_6060_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Forest,530.46218486999999,489.13213347999999,492.95491215999999,500.25758363,502.93354413999998,504.10735507999999,507.59843826000002,463.13212776,450.05999755859381,463.67675781249994,497.49920148399997,500.52872769999999
A24037PL0_6060_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Non-Tidal Atm,151.67579649999999,151.67579649999999,151.67579649999999,151.67579649999999,151.67579649999999,151.67579649999999,151.67579649999999,151.67579649999999,151.67579650878906,151.67579650878906,151.6757983,151.67579950000001
A24037PL0_6060_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037PL0_6060_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Stormwater,1049.9051972,1141.5720825000001,1023.357399,1191.4739990999999,1287.3713990000001,1346.4320984999999,1399.7808227999999,1355.1474914999999,1237.8595733642578,1224.0320816040041,945.53427443999999,893.65219139999999
A24037PL0_6060_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Wastewater,15.962909700000001,0.033497281,0.033497281,0.033497281,0.033497281,0.033497281,0.06393224,0.06393224,0.063932240009308,0.063932240009308,0.0517276702,0.063881263
A24037PL0_6110_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Agriculture,2867.4063448000002,2382.4560959,2268.1803469000001,2416.1935643000002,2195.5565262,2270.6153933999999,1989.4741841,2315.7318134000002,2217.1923942565918,2198.1154289245605,2039.8195040800001,1887.5789422
A24037PL0_6110_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Forest,277.70287327,268.43602179999999,272.22332095000002,277.96119311000001,284.02031234999998,285.98416999,291.23145488,261.17550469999998,253.43879699707034,261.75047779083246,274.78281409600004,276.48914286000002
A24037PL0_6110_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Non-Tidal Atm,108.1632996,108.1632996,108.1632996,108.1632996,108.1632996,108.1632996,108.1632996,108.1632996,108.16329956054687,108.16329956054687,108.16329876,108.1632982
A24037PL0_6110_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037PL0_6110_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Stormwater,585.29874604999998,497.38453102,468.70882223000001,496.44511032000003,568.1887054,522.26498405999996,508.35197068000002,520.88472754999998,498.15632820129395,497.57550430297846,386.609621576,331.87682114
A24037PL0_6110_0000,24037,ST MARYS,Lower Potomac,Potomac River Basin,Wastewater,138.6869049,174.08304949999999,304.03173420000002,518.81127519999995,198.0987508,169.50645040000001,169.95785119999999,231.35374039999999,0.003047697944567,189.4076497487259,241.20003207600001,199.31223066000001
A24037PL1_5910_0001,24037,ST MARYS,Lower Potomac,Potomac River Basin,Agriculture,1205.4088534,1001.534177,951.70696817999999,1013.6260665999999,968.15102523999997,1005.3005191,876.19538268999997,994.06825447000006,928.17989826202381,920.1372079849242,862.18816074599999,802.50895578999996
A24037PL1_5910_0001,24037,ST MARYS,Lower Potomac,Potomac River Basin,Forest,703.28607940999996,562.75410650000003,565.29937553000002,566.61332892999997,565.70322037999995,564.37972067999999,564.16084286,513.64561648999995,497.74868774414068,509.50201988220226,570.71133778399997,574.31931262000001
A24037PL1_5910_0001,24037,ST MARYS,Lower Potomac,Potomac River Basin,Non-Tidal Atm,100.3585968,100.3585968,100.3585968,100.3585968,100.3585968,100.3585968,100.3585968,100.3585968,100.3585968017578,100.3585968017578,100.35857166,100.3585549
A24037PL1_5910_0001,24037,ST MARYS,Lower Potomac,Potomac River Basin,Stormwater,2569.7330098000002,2786.4128645000001,2474.0121269000001,2914.9492217000002,3265.8118838,3477.3324232,3105.7589146,2950.7927478000001,2770.6321268081656,2716.0090429782877,2405.1008759599999,2359.160042
A24037PL1_5910_0001,24037,ST MARYS,Lower Potomac,Potomac River Basin,Wastewater,0,1.936384417,2.877154447,0.085189439,8.797239877000001,11.594579318999999,7.963853456,5.512713529,0.085189439356327,1.69593844562769,2.4827971306,2.219892253
A24037WL0_4924_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Agriculture,403.81499164000002,337.13393566000002,320.77262430000002,341.37719869,325.88161149000001,338.46388775000003,295.01951474999998,334.89740797000002,312.74136567115784,310.04567122459406,278.57792298600003,250.44812211000001
A24037WL0_4924_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Forest,165.13883111999999,142.86766531999999,142.13086272999999,143.56438395999999,143.39431859000001,143.42359590999999,151.67282578000001,142.15713930999999,137.58450317382812,141.46481704711914,142.98826018599999,143.55985849000001
A24037WL0_4924_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Non-Tidal Atm,56.278278350000001,56.278278350000001,56.278278350000001,56.278278350000001,56.278278350000001,56.278278350000001,56.278278350000001,56.278278350000001,56.278278350830078,56.278278350830078,56.278278272000001,56.278278219999997
A24037WL0_4924_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037WL0_4924_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Stormwater,176.87342941,336.66540838999998,287.51624486999998,339.49861139000001,395.38253784,426.17731469,287.06900406,270.56080630000002,251.15671157836911,245.13494873046878,270.028207968,258.36951670000002
A24037WL0_4924_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24037WL0_5880_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Agriculture,1924.2562492,1606.6064064,1528.4094560000001,1626.8435649999999,1552.82519,1612.9540824999999,1405.8704155999999,1595.8294334,1490.3469896316528,1477.3656082153318,1327.4933415200001,1193.5492652
A24037WL0_5880_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Forest,286.29881289000002,272.11939045999998,273.95961851999999,279.15009402999999,280.14406586000001,281.59395696000001,279.35794444999999,255.90234376000001,249.57969665527341,257.5418586730957,275.68035091799999,276.82750585000002
A24037WL0_5880_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Non-Tidal Atm,144.1268005,144.1268005,144.1268005,144.1268005,144.1268005,144.1268005,144.1268005,144.1268005,144.12680053710937,144.12680053710937,144.12680140000001,144.126802
A24037WL0_5880_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037WL0_5880_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Stormwater,408.90548226999999,372.32673260000001,351.85556224999999,387.23034661000003,450.82900999999998,417.50586702999999,619.93209850000005,586.69921869999996,458.17330741882319,457.64431381225592,283.21960413800002,237.46229872999999
A24037WL0_5880_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0.03043497,0.03043497,0.030434969812632,0.030434969812632,0.0182463354,0.030410559
A24037WL0_5881_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Agriculture,613.39589308999996,512.14719606000006,487.24231297,518.60490178999999,495.04129248999999,514.20062349,448.15530747000003,508.70082903999997,475.07609272003185,470.94705915451067,423.188843206,380.48653002999998
A24037WL0_5881_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Forest,66.021170613999999,64.753079417999999,65.337136270000002,66.771584511,67.298414948000001,67.690275665000001,69.038592811000001,63.406615731000002,61.543178558349609,63.597054243087769,65.752984404399996,66.030216494000001
A24037WL0_5881_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Non-Tidal Atm,74.122390749999994,74.122390749999994,74.122390749999994,74.122390749999994,74.122390749999994,74.122390749999994,74.122390749999994,74.122390749999994,74.122390747070327,74.122390747070327,74.122389892000001,74.122389319999996
A24037WL0_5881_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037WL0_5881_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Stormwater,116.26737511,96.646317603,91.837683557999995,93.668726684999996,99.134560590000007,95.138830186999996,93.288892739999994,98.300497050000004,99.698465347290011,99.741729974746704,69.441150502200003,54.510128465000001
A24037WL0_5881_0000,24037,ST MARYS,Patuxent,Western Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24037XL0_4953_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Agriculture,1292.7362187000001,1079.3171261,1025.2806386,1091.3619054999999,1041.9275428999999,1082.1747077,943.17631832999996,1070.6233568,999.67058849334717,990.99482822418202,919.68414085400002,849.28647568999997
A24037XL0_4953_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Forest,292.18988038999998,253.39757161,258.60188292999999,260.76573945000001,262.48136614999999,261.5513315,263.71925739,237.85091586999999,231.085205078125,237.94664573669436,260.868689362,262.37989364999999
A24037XL0_4953_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Non-Tidal Atm,31.021509170000002,31.021509170000002,31.021509170000002,31.021509170000002,31.021509170000002,31.021509170000002,31.021509170000002,31.021509170000002,31.021509170532223,31.021509170532223,31.021509326,31.021509429999998
A24037XL0_4953_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037XL0_4953_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Stormwater,1164.9686422,1089.9415492999999,1024.0099249,1215.0128098,1251.2378921,1369.160286,1161.3768997,1171.7462998000001,1070.456844329834,1069.3028297424316,937.67992353399995,880.12658928999997
A24037XL0_4955_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Agriculture,96.427756054,80.510588550999998,76.486898054999997,81.372473443000004,77.665540988000004,80.699623587999994,70.335684731000001,79.790654416999999,74.51957768201828,73.872753918170901,68.544927215399994,63.250279988999999
A24037XL0_4955_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Forest,131.45567794999999,109.30786179,111.99909853,111.88601067,111.57482335,111.78062769,121.57997032999999,111.93837741999999,107.02719879150392,109.78847289085388,112.93305445,113.55569173000001
A24037XL0_4955_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Non-Tidal Atm,38.159519199999998,38.159519199999998,38.159519199999998,38.159519199999998,38.159519199999998,38.159519199999998,38.159519199999998,38.159519199999998,38.159519195556641,38.159519195556641,38.159519115999998,38.159519060000001
A24037XL0_4955_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037XL0_4955_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Stormwater,1075.2744588999999,820.80649516999995,775.33582452999997,908.70710750000001,1013.3443909,1012.3302155,640.73799140000006,669.6655121,741.23573303222656,734.68635559082009,704.58069125199995,657.41060240000002
A24037XL0_4955_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24037XL0_4956_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Agriculture,3.91069558,3.242908282,3.127123003,3.319395746,3.16383623,3.27428971,2.831355936,3.258089158,3.033199969679118,2.994009349495172,2.8057433446,2.591490239
A24037XL0_4956_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Forest,10.952291132999999,4.932194695,5.502061709,5.246116027,5.259481579,5.406365156,3.498524547,2.688013754,2.59922695159912,2.668687529861927,5.537387411,5.560937879
A24037XL0_4956_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Non-Tidal Atm,33.766849520000001,33.766849520000001,33.766849520000001,33.766849520000001,33.766849520000001,33.766849520000001,33.766849520000001,33.766849520000001,33.766849517822259,33.766849517822259,33.766849651999998,33.766849739999998
A24037XL0_4956_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037XL0_4956_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Stormwater,194.97034357999999,127.94629955000001,120.43716240000001,136.11617088,149.16228676,147.07731627999999,150.24224093999999,156.86197279000001,155.14142227172852,155.878791809082,104.854033614,94.465281090000005
A24037XL0_4956_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,3289.2048,5482.0079999999998
A24037XL0_5340_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Agriculture,3078.7161463000002,2570.4735827,2441.8848376999999,2599.1987113,2481.5067872999998,2577.3825553000001,2246.3682331999998,2549.8868293999999,2380.9237918853755,2360.1837940216055,2190.3544611799998,2022.6675435
A24037XL0_5340_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Forest,778.85057831999995,673.87413211000001,680.22622868999997,687.96461105000003,688.76218983000001,689.36768340000003,723.88238146000003,668.46883014000002,645.5946044921875,663.78026580810547,686.33887656600007,690.41397515000006
A24037XL0_5340_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Non-Tidal Atm,23.609449390000002,23.609449390000002,23.609449390000002,23.609449390000002,23.609449390000002,23.609449390000002,23.609449390000002,23.609449390000002,23.60944938659668,23.60944938659668,23.609449426000001,23.60944945
A24037XL0_5340_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037XL0_5340_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Stormwater,2010.584918,2109.2414349999999,1882.0389760999999,2203.3640442000001,2452.3397828000002,2540.6040039,1743.2852935000001,1779.9496918,1816.4137878417969,1797.8953094482422,1736.68460534,1639.7816915000001
A24037XL0_5340_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Wastewater,0,0,0,0,0,0,0.03043497,0.03043497,0.030434969812632,0.030434969812632,0,
A24037XL0_5344_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Agriculture,778.20781921000003,649.79165564000004,617.15653916999997,656.74148081999999,628.08055664000005,651.22258319000002,567.62739515999999,644.27157252999996,601.54992246627819,596.36079597473145,553.12649329800001,510.43979604999998
A24037XL0_5344_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Forest,196.2132034,177.15070392999999,177.41943214,180.28495502999999,180.67949107000001,180.88449094999999,175.71039673000001,160.31365916999999,156.18829345703122,160.95657920837402,179.060122546,180.15391614999999
A24037XL0_5344_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Non-Tidal Atm,11.255410189999999,11.255410189999999,11.255410189999999,11.255410189999999,11.255410189999999,11.255410189999999,11.255410189999999,11.255410189999999,11.255410194396973,11.255410194396973,11.255410171999999,11.25541016
A24037XL0_5344_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037XL0_5344_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Stormwater,216.58691024999999,259.72244260999997,235.25921828,266.81108849999998,298.47388455999999,309.22338860999997,440.28369909999998,416.97900390000001,313.20025253295898,313.19025039672846,212.82592636999999,197.87039842999999
A24037XL0_5344_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Wastewater,0,0.03789318,0.060899161,0.060899161,0.060899161,0.060899161,0.060899161,0.060899161,0.060899160802364,0.060899160802364,0.0608698372,0.060850288
A24037XL0_5347_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Agriculture,674.90861536,563.52815568999995,535.24209768000003,569.53291156,543.79148298999996,564.79269826999996,492.26195417000002,558.77174802000002,521.73180627822876,517.18615293502808,479.69224413000001,442.65900842999997
A24037XL0_5347_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Forest,427.79210662000003,379.82733726999999,380.38553051999997,384.41311073000003,384.72540096,384.71207428999998,394.32246780000003,369.53669742,358.2578125,368.4158563613891,383.84414675400001,386.14989091000001
A24037XL0_5347_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Non-Tidal Atm,39.80622864,39.80622864,39.80622864,39.80622864,39.80622864,39.80622864,39.80622864,39.80622864,39.806228637695305,39.806228637695305,39.806228531999999,39.80622846
A24037XL0_5347_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037XL0_5347_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Stormwater,749.83990046999998,693.52277638999999,603.05129877000002,773.38509219000002,849.68245090000005,901.30032077999999,897.70324933999996,847.53581785999995,743.28905260562897,731.32942903041851,596.45365133999996,592.05521971999997
A24037XL0_5347_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24037XL0_5349_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Agriculture,543.40066784999999,453.64816115000002,431.61010321999998,459.38613154000001,438.51919031,455.46964036000003,397.03822350000002,450.63695662999999,420.87371110916149,417.18996572494501,387.92552762000003,358.80247722000001
A24037XL0_5349_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Forest,26.747084618999999,28.345537902,28.981738920000002,29.462520356999999,29.955955152000001,30.234771491,32.247617724999998,28.898533346000001,28.219970703125,29.269147157669067,29.252577015,29.433135745000001
A24037XL0_5349_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Non-Tidal Atm,15.373419760000001,15.373419760000001,15.373419760000001,15.373419760000001,15.373419760000001,15.373419760000001,15.373419760000001,15.373419760000001,15.373419761657715,15.373419761657715,15.373419778000001,15.37341979
A24037XL0_5349_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24037XL0_5349_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Stormwater,58.260220529999998,67.270771026000006,60.979476449000003,66.746310230000006,67.814970020000004,73.559440609999996,44.879600519999997,46.765829089999997,46.277540206909187,46.488920211791992,52.563162269599999,46.952286149999999
A24037XL0_5349_0000,24037,ST MARYS,Patuxent,Patuxent River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24039EL0_5761_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,3121.0607464999998,2751.2056062000001,2445.5618272000002,2808.7585174000001,1878.45199,2701.0621937000001,2439.7922526000002,3049.7329420999999,2825.884464681149,2862.5676872730255,2527.5663274600001,2582.2359943000001
A24039EL0_5761_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,113.66704371,114.7123046,112.66446615,117.10750194000001,117.4216299,117.45976594,118.48029563999999,113.81956193000001,114.643235206604,115.48774170875549,113.313061428,113.74545827999999
A24039EL0_5761_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,39.303081509999998,39.303081509999998,39.303081509999998,39.303081509999998,39.303081509999998,39.303081509999998,39.303081509999998,39.303081509999998,39.303081512451165,39.303081512451165,39.303081648000003,39.303081740000003
A24039EL0_5761_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24039EL0_5761_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,159.90850495999999,162.70456052,159.72455287,153.48530196999999,154.66036915999999,155.63760088999999,142.48769605000001,145.52773952999999,169.19285392761228,163.3959903717041,109.6168086358,76.211645813000004
A24039EL0_5761_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24039EL0_5762_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,9889.9491682000007,8717.3635962000008,7841.1815532999999,8927.0426435000008,5977.8411030999996,8663.5035399000008,7834.6395452999996,9774.370578,9058.1489694118536,9183.7853107452393,8083.3409608000002,8244.7805657999997
A24039EL0_5762_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,377.60441021000003,381.40202804,374.73419762999998,389.48383994,390.07348155,390.64319225000003,395.93613723999999,381.56614213,385.99866580963129,388.25432300567621,376.89149138400001,378.32968721999998
A24039EL0_5762_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,181.19180299999999,181.19180299999999,181.19180299999999,181.19180299999999,181.19180299999999,181.19180299999999,181.19180299999999,181.19180299999999,181.19180297851565,181.19180297851565,181.19180323999998,181.1918034
A24039EL0_5762_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24039EL0_5762_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,446.92140102000002,431.48445265999999,427.06537825999999,414.97608093000002,415.55773493999999,416.04271318000002,370.29285855000001,373.10319992000001,373.12344026565557,373.31454753875744,296.213789894,208.97939765000001
A24039EL0_5762_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,868.69799799999998,868.69799799999998,868.69799799999998,868.69799799999998,868.69799799999998,0.03043497,0.03043497,0.030434969812632,0.030434969812632,347.57017350820001,0.151623847
A24039EL0_5763_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,10074.454657,8879.9540464000002,7987.4526587999999,9093.8819676999992,6085.2974990000002,8804.1351715000001,7959.9745362000003,9946.4384836999998,9235.9404947161674,9365.8417835235596,8234.4023473800007,8399.0354731000007
A24039EL0_5763_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,758.04931255999998,735.61973379999995,720.26177405999999,748.54184720000001,749.36434557999996,748.77487559999997,756.32296751000001,741.61473278000005,748.85947036743153,746.72682571411121,724.41660428399996,727.18649110000001
A24039EL0_5763_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,211.27250670000001,211.27250670000001,211.27250670000001,211.27250670000001,211.27250670000001,211.27250670000001,211.27250670000001,211.27250670000001,211.27250671386719,211.27250671386719,211.27250706000001,211.2725073
A24039EL0_5763_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24039EL0_5763_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,333.88973613000002,332.86308092000002,356.5183887,324.52885055000002,330.65621861,366.89500429999998,254.73683932,255.91324613,255.97914123535156,256.13223266601562,239.358380052,161.25170761999999
A24039EL0_5763_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24039EL0_5765_0000,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,393.33001303999998,346.70101968,311.83164364999999,355.2621944,231.08741130999999,332.64508518000002,299.85000724999998,383.22124637000002,361.36793970316648,366.38790318369871,321.74696381000001,328.35717725000001
